咪咕代理全网通,#genre#
山东农科,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch11012815072111657053.rsc/70046_Uni.sdp
山东少儿,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch11012815083626567264.rsc/69988_Uni.sdp
山东教育,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch10120118342495301658.rsc/69990_Uni.sdp
海洋频道,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch22111116270462496793.rsc/96159_Uni.sdp
济南新闻,rtsp://124.128.255.239:1554/iptv/import/Tvod/iptv/001/001/ch13092921272839762982.rsc/72123_Uni.sdp
济南都市,rtsp://124.128.255.237:1554/iptv/import/Tvod/iptv/001/001/ch13092911092949699520.rsc/72144_Uni.sdp
济南生活,rtsp://124.128.255.231:1554/iptv/import/Tvod/iptv/001/001/ch13092911100548545353.rsc/72143_Uni.sdp
济南文旅,rtsp://124.128.255.230:1554/iptv/import/Tvod/iptv/001/001/ch13092911103630864304.rsc/72146_Uni.sdp
济南娱乐,rtsp://124.128.255.245:1554/iptv/import/Tvod/iptv/001/001/ch13092911112795044370.rsc/72127_Uni.sdp
济南鲁中,rtsp://124.128.255.236:1554/iptv/import/Tvod/iptv/001/001/ch16080416243269372727.rsc/87105_Uni.sdp
济南少儿,rtsp://124.128.255.233:1554/iptv/import/Tvod/iptv/001/001/ch13092911120057744658.rsc/72153_Uni.sdp
济南教育,rtsp://124.128.255.245:1554/iptv/import/Tvod/iptv/001/001/ch18011914441082767208.rsc/76363_Uni.sdp
临沂新闻,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch15111215111453039260.rsc/90240_Uni.sdp
临沂公共,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch17060116035423523106.rsc/90183_Uni.sdp
临沂经济,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch15111716392179568846.rsc/90243_Uni.sdp
德州新闻,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16011823425539072540.rsc/90266_Uni.sdp
德州经济,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16011911004373716512.rsc/90263_Uni.sdp
东营新闻,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch16022410470553749382.rsc/90248_Uni.sdp
东营公共,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch16022410541394606036.rsc/90268_Uni.sdp
聊城综合,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16020416412564905060.rsc/90256_Uni.sdp
聊城民生,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16020416442503521342.rsc/90271_Uni.sdp
菏泽新闻,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16122914294297955759.rsc/90260_Uni.sdp
菏泽公共,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch18083017111963021076.rsc/90216_Uni.sdp
烟台新闻,rtsp://124.132.241.135:1554/iptv/import/Tvod/iptv/001/001/ch16123014461934304167.rsc/90180_Uni.sdp
烟台公共,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch17071714494964567265.rsc/90217_Uni.sdp
泰安综合,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch18041911493947244872.rsc/90197_Uni.sdp
济宁综合,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch18013014165546118829.rsc/90222_Uni.sdp
枣庄新闻,rtsp://124.132.241.138:1554/iptv/import/Tvod/iptv/001/001/ch19011611322349802420.rsc/100153_Uni.sdp
CHC家庭影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch18120514091718394256.rsc/81481_Uni.sdp
CHC动作电影,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch18120514100139517699.rsc/81477_Uni.sdp
CHC影迷电影,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch18120514102191199606.rsc/81478_Uni.sdp
红色影院,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915431474482038.rsc/70060_Uni.sdp
经典电影,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch11060317313622161494.rsc/69976_Uni.sdp
家庭影院,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916215642164569.rsc/70055_Uni.sdp
喜剧影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916165898699737.rsc/70008_Uni.sdp
动作影院,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/70004_Uni.sdp
爱电影,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/69994_Uni.sdp
爱大剧,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/70034_Uni.sdp
星影,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090916302647677604.rsc/69967_Uni.sdp
光影,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/69940_Uni.sdp
谍战剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch13031310523562855603.rsc/69987_Uni.sdp
城市剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/70029_Uni.sdp
军旅剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915023023311866.rsc/69969_Uni.sdp
古装剧场,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/70072_Uni.sdp
经典剧场,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915512437000823.rsc/70022_Uni.sdp
武侠剧场,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915591653040173.rsc/69952_Uni.sdp
热播剧场,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch11060317301148954080.rsc/70000_Uni.sdp
都市剧场,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch16051316281593708406.rsc/69947_Uni.sdp
精彩影视,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch21092610322847858391.rsc/92512_Uni.sdp
音乐现场,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090914592145596821.rsc/70070_Uni.sdp
相声小品,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch13031310531244319435.rsc/70013_Uni.sdp
魅力时尚,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217095691862636.rsc/70009_Uni.sdp
IPTV野外,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch13031310535009021862.rsc/70024_Uni.sdp
IPTV法治,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch13031310542255942002.rsc/70032_Uni.sdp
收视指南,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217035832697899.rsc/70025_Uni.sdp
海看演艺,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch23112315513709014787.rsc/99848_Uni.sdp
环球旅游,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch22122209125585392509.rsc/98106_Uni.sdp
先锋乒羽,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch18120514104123291864.rsc/81479_Uni.sdp
发现之旅,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch24012314294218176484.rsc/100102_Uni.sdp
法治天地,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch16051316234089749497.rsc/96400_Uni.sdp
金鹰纪实,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15050917541337365144.rsc/70053_Uni.sdp
快乐垂钓,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch21082717343948936881.rsc/96392_Uni.sdp
生活时尚,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch16051316300118213959.rsc/69982_Uni.sdp
金色学堂,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch16051316370413715540.rsc/70002_Uni.sdp
武术世界,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch21092610320200462249.rsc/96396_Uni.sdp
文物宝库,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch21092610321303262159.rsc/92509_Uni.sdp
求索纪录,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch25041514142600797103.rsc/102871_Uni.sdp
中国教育1,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch17120418204481298161.rsc/74278_Uni.sdp
中国教育2,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch17120417211408620162.rsc/74298_Uni.sdp
中国教育4,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch17120418055568047747.rsc/74289_Uni.sdp
四海钓鱼,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch22121315043920146188.rsc/96497_Uni.sdp
东方财经,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch16051316174673479081.rsc/96398_Uni.sdp
财富天下,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915413342804586.rsc/69980_Uni.sdp
生态环境,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch24111213061931833007.rsc/101604_Uni.sdp
中华特产,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch22122209144768479365.rsc/98231_Uni.sdp
中国交通,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch20110221445820405906.rsc/90479_Uni.sdp
优优宝贝,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch22122209132553924896.rsc/98132_Uni.sdp
少儿动画,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch11061217221377842336.rsc/70047_Uni.sdp
金鹰卡通,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch24111213065813502431.rsc/101580_Uni.sdp
新动漫,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch21082717351468679466.rsc/92373_Uni.sdp
优漫卡通,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch11042914374730524823.rsc/69927_Uni.sdp
嘉佳卡通,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15050917541249689380.rsc/69983_Uni.sdp
金鹰卡通,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11122400412227153064.rsc/70028_Uni.sdp
动漫秀场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch17121814421621825244.rsc/96206_Uni.sdp
卡酷少儿,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch10120118400576795406.rsc/69993_Uni.sdp
游戏风云,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch16051316213602697345.rsc/70026_Uni.sdp
爱体育,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch17120418224162657206.rsc/74292_Uni.sdp
爱生活,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/69929_Uni.sdp
爱综艺,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217211688091136.rsc/69970_Uni.sdp
爱体育,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch11060317323358720349.rsc/69939_Uni.sdp
好学生,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916191459347432.rsc/70050_Uni.sdp
中学生,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch24012314300175015886.rsc/100054_Uni.sdp
老故事,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch24012314302384136112.rsc/100078_Uni.sdp
新动漫,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch18120514112382335432.rsc/81475_Uni.sdp
乐游,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch16051316264757381898.rsc/69991_Uni.sdp
汽摩,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch23112715323902470603.rsc/99884_Uni.sdp
足球,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090915041757410943.rsc/69998_Uni.sdp
军事,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915223200641077.rsc/70054_Uni.sdp
地理,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/70036_Uni.sdp
精选,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915484219614929.rsc/69955_Uni.sdp
美人,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090916040665863835.rsc/69934_Uni.sdp
鉴赏,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090916075722072184.rsc/69924_Uni.sdp
国学,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090916181970967371.rsc/69985_Uni.sdp
书画,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch21092610331127874295.rsc/92486_Uni.sdp
早教,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090916274339587371.rsc/69944_Uni.sdp
墨宝,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090916235097407367.rsc/70062_Uni.sdp
戏曲,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090915581648434862.rsc/70031_Uni.sdp
梨园,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch21092610314667739520.rsc/92523_Uni.sdp
解密,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915530786226072.rsc/70033_Uni.sdp
武术,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915491066711905.rsc/69984_Uni.sdp
美妆,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915493052938184.rsc/70015_Uni.sdp
动画,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/70065_Uni.sdp
茶,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch21092610324607482092.rsc/92499_Uni.sdp
上海移动,#genre#
CCTV1综合,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001022/index.m3u8?
CCTV2财经,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001220/index.m3u8?
CCTV3综艺,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001186/index.m3u8?
CCTV4中文国际,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001221/index.m3u8?
CCTV5体育,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001187/index.m3u8?
CCTV6电影,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001188/index.m3u8?
CCTV7国防军事,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001236/index.m3u8?
CCTV8电视剧,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001189/index.m3u8?
CCTV9记录,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001237/index.m3u8?
CCTV10科教,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001238/index.m3u8?
CCTV11戏剧,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001309/index.m3u8?
CCTV12社会与法,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001239/index.m3u8?
CCTV13新闻,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001328/index.m3u8?
CCTV14少儿,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001240/index.m3u8?
CCTV15音乐,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001338/index.m3u8?
CCTV16奥林匹克,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001248/index.m3u8?
CCTV16-UHD,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001258/index.m3u8?
CCTV17农村农业,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001241/index.m3u8?
CCTV4K超高清,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001451/index.m3u8?
CETV1,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001020/index.m3u8?
CETV4,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001348/index.m3u8?
CGTN,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001058/index.m3u8?
东方卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001641/index.m3u8?
江苏卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001700/index.m3u8?
浙江卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001720/index.m3u8?
湖南卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001710/index.m3u8?
北京卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001500/index.m3u8?
广东卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001550/index.m3u8?
深圳卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001560/index.m3u8?
山东卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001582/index.m3u8?
四川卫视4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001690/index.m3u8?
东方卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001013/index.m3u8?
江苏卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001033/index.m3u8?
浙江卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001023/index.m3u8?
湖南卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001026/index.m3u8?
北京卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001029/index.m3u8?
安徽卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001037/index.m3u8?
广东卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001032/index.m3u8?
深圳卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001030/index.m3u8?
辽宁卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001035/index.m3u8?
海南卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001183/index.m3u8?
山东卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001028/index.m3u8?
天津卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001036/index.m3u8?
重庆卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001129/index.m3u8?
东南卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001201/index.m3u8?
甘肃卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001298/index.m3u8?
广西卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001224/index.m3u8?
贵州卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001184/index.m3u8?
河北卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001229/index.m3u8?
黑龙江卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001031/index.m3u8?
河南卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001222/index.m3u8
湖北卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001027/index.m3u8?
江西卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001034/index.m3u8?
吉林卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001225/index.m3u8?
内蒙古卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001530/index.m3u8?
宁夏卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001074/index.m3u8?
山西卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001070/index.m3u8?
陕西卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001067/index.m3u8?
四川卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001130/index.m3u8?
云南卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001223/index.m3u8?
新疆卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001065/index.m3u8?
青海卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001450/index.m3u8?
兵团卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001066/index.m3u8?
西藏卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001072/index.m3u8?
三沙卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001185/index.m3u8?
延边卫视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001470/index.m3u8?
欢笑剧场4K,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001490/index.m3u8
CCTV女性时尚,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001571/index.m3u8?
CCTV央视台球,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001600/index.m3u8?
CCTV兵器科技,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001610/index.m3u8?
CCTV世界地理,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001620/index.m3u8?
CCTV第一剧场,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001621/index.m3u8?
CCTV高尔夫网球,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001630/index.m3u8?
CCTV怀旧剧场,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001640/index.m3u8?
CCTV风云剧场,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001650/index.m3u8?
CCTV风云音乐,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001660/index.m3u8?
CCTV文化精品,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001670/index.m3u8?
上海新闻综合,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001014/index.m3u8
上海都市,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001015/index.m3u8
上海教育,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001268/index.m3u8
五星体育,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001018/index.m3u8
东方影视,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001016/index.m3u8
欢笑剧场,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001193/index.m3u8
都市剧场,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001203/index.m3u8
第一财经,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001017/index.m3u8
东方财经,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001318/index.m3u8
生活时尚,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001199/index.m3u8
乐游频道,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001200/index.m3u8
法治天地,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001195/index.m3u8
纪实人文,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001019/index.m3u8
金色学堂,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001194/index.m3u8
CHC影迷电影,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001581/index.m3u8?
CHC动作电影,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001580/index.m3u8?
CHC家庭影院,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001570/index.m3u8?
金鹰纪实,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001230/index.m3u8
茶,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001234/index.m3u8
快乐垂钓,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001235/index.m3u8
早期教育,http://iptvrr2.sh.chinamobile.com:6060/cms001/ch00000090990000001680/index.m3u8?
卡酷少儿,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001245/index.m3u8
金鹰卡通,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001460/index.m3u8
嘉佳卡通,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001227/index.m3u8
动漫秀场,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001196/index.m3u8
哈哈炫动,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001232/index.m3u8
游戏风云,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001192/index.m3u8
Bestv赛事1,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001151/index.m3u8
Bestv赛事2,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001359/index.m3u8
Bestv赛事3,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001388/index.m3u8
Bestv赛事4,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001149/index.m3u8
Bestv赛事5,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001153/index.m3u8
Bestv赛事6,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001154/index.m3u8
东方购物1,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001040/index.m3u8
东方购物2,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001039/index.m3u8
央广购物,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001420/index.m3u8
优购物,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001440/index.m3u8
好享购物,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001132/index.m3u8
聚鲨精选,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001138/index.m3u8
家家购物,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001163/index.m3u8
家有购物,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001244/index.m3u8
快乐购,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001368/index.m3u8
家庭理财,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001278/index.m3u8
财富天下,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001219/index.m3u8
中国天气,http://iptvrr1.sh.chinamobile.com:6060/cms001/ch00000090990000001102/index.m3u8
吉林移动,#genre#
CCTV-1综合HD,rtsp://111.26.238.155/PLTV/88888888/224/3221225695/10000100000000060000000000000297_0.smil
CCTV-2财经HD,rtsp://111.26.238.155/PLTV/88888888/224/3221225696/10000100000000060000000000000298_0.smil
CCTV-3综艺HD,rtsp://111.26.238.155/PLTV/88888888/224/3221225904/374895304.smil
